Epoch 1/3 | train_loss: 11.9392 | val_loss: 11.9379
Epoch 2/3 | train_loss: 11.9392 | val_loss: 11.9379
Epoch 3/3 | train_loss: 11.9392 | val_loss: 11.9379
Epoch 1/3 | train_loss: 11.9537 | val_loss: 11.9529
Epoch 2/3 | train_loss: 11.9537 | val_loss: 11.9529
Epoch 3/3 | train_loss: 11.9537 | val_loss: 11.9529
Epoch 1/3 | train_loss: 11.9397 | val_loss: 11.9399
Epoch 2/3 | train_loss: 11.9397 | val_loss: 11.9399
Epoch 3/3 | train_loss: 11.9397 | val_loss: 11.9399
