"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Sublimity","Vitality","Unease","ICC","Familiarity","Liking","Spotify ID","Youtube Clip","Youtube ID","Youtube Start-Time","Youtube End-Time","Number of Raters","GEMS Version"
"82","Leslie Clio","I Couldnt Care Less",20.27,5.38,1.62,11.04,24.27,39.38,19.81,8.69,0,12.52,29.6,4.35,0.84,2.54,3.08,"7kX5DiuPwRlYwPAHoOHFOg","https://youtube.com/clip/UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD","UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD","0:43","1:08",26,"gems-45_mx"
"83","Shakira","Hips Don't Lie",32.15,7.04,21.65,14.19,21.96,61.77,36.54,7.65,0,19.4,49.15,3.83,0.9,4.54,4,"3ZFTkvIE7kyPt6Nu3PEa7V","https://youtube.com/clip/UgkxNluYAMzINxUeKOeoMkF2rxCLFUF9XOX1","UgkxNluYAMzINxUeKOeoMkF2rxCLFUF9XOX1","0:19","0:38",26,"gems-45_mx"
"84","Atomic Kitten","Whole Again",24.56,8.7,32.11,21.19,10.96,35.11,7.37,3.44,2.3,19.5,21.24,2.87,0.8,3.19,3.52,"16MJqq0vEuW6GRX6faetTm","https://youtube.com/clip/UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox","UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox","0:42","1:12",27,"gems-45_mx"
"85","Pink","Who Knew",18.96,13.31,41.77,15.88,13.54,36.19,35.27,2.54,15.73,20.69,35.73,9.13,0.78,3.81,3.85,"2hns6Dv29Yrg68AVTJiAyA","https://youtube.com/clip/Ugkxi3QXqLYIWAvZYL3SdslNZi9uQQSez7A9","Ugkxi3QXqLYIWAvZYL3SdslNZi9uQQSez7A9","1:07","1:52",26,"gems-45_mx"
"86","Britney Spears","Baby One More Time",24.21,15.45,24.31,18.62,15.41,42.59,30,13.86,6.38,19.6,36.29,10.12,0.7,4.31,3.59,"3MjUtNVVq3C8Fn0MP3zhXa","https://youtube.com/clip/UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV","UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV","1:29","2:12",29,"gems-45_mx"
"87","Carlos Santana","Smooth",20.46,1.32,9.93,14.68,9,52.64,27.25,7.75,0,11.08,39.95,3.88,0.91,3.5,3.54,"0n2SEXB2qoRQg171q7XqeW","https://youtube.com/clip/Ugkxa9WPgW3Wr2q5p7RbL6ZNiDjGkWWpCEFk","Ugkxa9WPgW3Wr2q5p7RbL6ZNiDjGkWWpCEFk","1:14","1:44",28,"gems-45_mx"
"88","Leon Bridges","River",26.86,17.5,27.14,30,37.64,14.79,5.64,3.43,3.82,27.83,10.21,3.62,0.85,1.93,3.39,"3hhbDnFUb2bicI2df6VurK","https://youtube.com/clip/Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK","Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK","2:20","2:54",28,"gems-45_mx"
"89","The Beatles","Strawberry Fields Forever",24.41,16.03,32,38.76,38.24,9.79,3.62,9.83,3.41,29.89,6.71,6.62,0.87,2.86,3.24,"3Am0IbOxmvlSXro7N5iSfZ",NA,NA,NA,NA,29,"gems-45_mx"
"90","Panic! at the Disco","Nine In The Afternoon",26.32,17.25,22.25,20.46,17.18,44.89,23.5,7.86,3.57,20.69,34.2,5.71,0.76,2.29,3.5,"1S30kHvkkdMkcuCTGSgS41","https://youtube.com/clip/UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc","UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc","0:38","1:19",28,"gems-45_mx"
"91","Arctic Monkeys","Fluorescent Adolescent",48.64,9.86,17.93,8.93,19.93,60,23.79,2.36,3.32,21.06,41.89,2.84,0.93,3.07,3.96,"2x8evxqUlF0eRabbW2JBJd","https://youtube.com/clip/UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ","UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ","0:14","0:45",28,"gems-45_mx"
"92","Puff Daddy","I'll Be Missing You",37.04,21.89,42.71,22.36,20.18,32.68,9.68,6.04,17.39,28.84,21.18,11.71,0.74,4.43,4.07,"3QHONiXGMGU3z68mQInncF",NA,NA,NA,NA,28,"gems-45_mx"
"93","The Head And The Heart","Rivers And Roads",27.82,12.64,45.11,31.93,33.89,12.43,2.39,1.18,26.25,30.28,7.41,13.71,0.87,1.75,3.32,"4fN0dQGDaV4Hg7Gd7mBOE0","https://youtube.com/clip/UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD","UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD","0:22","0:54",28,"gems-45_mx"
"94","Ed Sheeran","Shape Of You",40.67,18.37,33.56,22.74,21.96,47.48,16.15,12.78,5.11,27.46,31.81,8.94,0.79,4.59,3.67,"7qiZfU4dY1lWllzX7mPBI3","https://youtube.com/clip/Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5","Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5","0:29","1:24",27,"gems-45_mx"
"95","Black Eyed Peas","Just Can't Get Enough",10.37,14.22,20.48,15.19,20.85,29,8,4.48,1,16.22,18.5,2.74,0.66,2.59,2.85,"3JA9Jsuxr4xgHXEawAdCp4","https://youtube.com/clip/UgkxuQwwZ90ruj0orcBQAjAnFL3mkurIBlLs","UgkxuQwwZ90ruj0orcBQAjAnFL3mkurIBlLs","0:35","1:13",27,"gems-45_mx"
"96","Childish Gambino","Redbone",12.11,12.74,24.48,25,22.7,30.96,6.52,16.3,3.3,19.41,18.74,9.8,0.59,2.67,3.11,"0wXuerDYiBnERgIpbb3JBR","https://youtube.com/clip/UgkxxKNS5myAtrxzpDH5xcgjbr1xSkc8RKoG","UgkxxKNS5myAtrxzpDH5xcgjbr1xSkc8RKoG","0:27","0:57",27,"gems-45_mx"
"97","Johnny Cash","Hurt",20.11,14.59,35.89,16.26,26.7,7.15,8.44,6.33,32.67,22.71,7.8,19.5,0.72,2.81,3.59,"28cnXtME493VX9NOw9cIUh",NA,NA,NA,NA,27,"gems-45_mx"
"98","Bruno Mars","Treasure",23.71,9.45,10.97,17.03,27.58,54.1,25.81,7.77,0.84,17.75,39.95,4.31,0.89,3.71,3.45,"55h7vJchibLdUkxdlX3fK7","https://youtube.com/clip/Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho","Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho","1:06","1:36",31,"gems-45_mx"
"99","Stevie Wonder","I Wish",26,1.81,15.06,6.81,14.1,60.74,21.94,2.58,2.48,12.75,41.34,2.53,0.94,2.29,3.39,"687YZan9Gol1UVvbpUSO6Y","https://youtube.com/clip/UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd","UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd","1:21","1:51",31,"gems-45_mx"
"100","The Jackson 5","Who's Lovin You",30.68,14.84,37.32,32.1,37.35,24.84,7.97,0,7.19,30.46,16.4,3.6,0.86,2.19,3.55,"6cZrsaNb4Zo9E5KHk7gcz5",NA,NA,NA,NA,31,"gems-45_mx"
"101","Moby","Porcelain",23.23,15.26,29.45,20.19,33.19,17.74,5.55,1.23,0,24.26,11.65,0.61,0.83,2.48,3.03,"1hEh8Hc9lBAFWUghHBsCel","https://youtube.com/clip/UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx","UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx","1:19","1:49",31,"gems-45_mx"
"102","Pharrell Williams","Happy",34.98,9.05,11.82,5.64,30.36,68.52,36.25,6.05,0,18.37,52.39,3.02,0.97,4.5,3.73,"60nZcImufyMA1MKQY3dcCH","https://youtube.com/clip/UgkxcuToeC5GK7NSDQ0dRpj9vfTFM3T2Ejcb","UgkxcuToeC5GK7NSDQ0dRpj9vfTFM3T2Ejcb","0:17","0:47",44,"gems-45_mx"
"103","Spice Girls","Wannabe",23.18,1.89,21.43,5.82,25.02,71.11,38.55,9,0,15.47,54.83,4.5,0.96,4.41,3.84,"1Je1IMUlBXcx1Fz0WE7oPT","https://youtube.com/clip/UgkxaJrntojT36lhBeApZNmRw5hlUG-lGDzg","UgkxaJrntojT36lhBeApZNmRw5hlUG-lGDzg","0:48","1:19",44,"gems-45_mx"
"104","Aretha Franklin","(You Make Me Feel Like) A Natural Woman",26.63,21.07,26.35,27.26,21.84,36,24.93,3.58,4.81,24.63,30.47,4.2,0.81,3.4,3.81,"5K09WxKdlkroDyEVyOSySy","https://youtube.com/clip/UgkxAxl_euy_NSiF65UEnOXUQ_rhHCK4doqc","UgkxAxl_euy_NSiF65UEnOXUQ_rhHCK4doqc","0:33","1:03",43,"gems-45_mx"
"105","Nina Simone","Feeling Good",20.21,25.3,29.65,28.14,28.19,48.91,39.7,3.26,0.58,26.3,44.3,1.92,0.91,4.12,4.09,"6Rqn2GFlmvmV4w9Ala0I1e","https://youtube.com/clip/UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_","UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_","0:33","1:03",43,"gems-45_mx"
"106","Whitney Houston","I Wanna Dance With Somebody",39.73,11.97,40.2,16.5,24.97,74.6,47.73,1.57,3.57,26.67,61.17,2.57,0.95,4.07,4.07,"2tUBqZG2AbRi7Q0BIrVrEj","https://youtube.com/clip/Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO","Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO","1:06","1:44",30,"gems-45_mx"
"107","The Collapsable Hearts Club","Easy Streets",18,4.4,10.1,4.03,11.1,39.87,15.77,26.73,0,9.53,27.82,13.37,0.87,1.6,2.33,"4NmWUWHsglLlJXvq1pGNsk",NA,NA,NA,NA,30,"gems-45_mx"
"108","Gotye","Somebody That I Used To Know",24,19.27,43.03,20.07,28.57,40.93,12.33,4.13,18.03,26.99,26.63,11.08,0.81,4.13,3.53,"6md4w95cnKaW64JyEQ3A0L","https://youtube.com/clip/UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH","UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH","1:15","2:10",30,"gems-45_mx"
"109","Justin Bieber","Love Yourself",17.07,12.7,28.73,43.07,43.6,29.77,0.33,3.53,8.43,29.03,15.05,5.98,0.91,4.07,3.63,"50kpGaPAhYJ3sGmk6vplg0","https://youtube.com/clip/UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz","UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz","0:35","1:07",30,"gems-45_mx"
"110","Theo Katzman","Hard Work",39.28,8.48,8.56,7,23.92,50.96,25.88,11.6,0,17.45,38.42,5.8,0.9,1.4,3.2,"3gaQbhacVKwcsatM0FlSa9","https://youtube.com/clip/UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO","UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO","0:25","1:02",25,"gems-45_mx"
"111","Katy Perry","Swish Swish",18.88,4.96,2.88,2.4,15.36,54.36,33.44,16.76,2.44,8.9,43.9,9.6,0.92,2.2,2.8,"3OtMnyUaiipcAT23A8liyi","https://youtube.com/clip/UgkxBx01LLxIBM3BpHQT2zm-X7NtyLZJHfz3","UgkxBx01LLxIBM3BpHQT2zm-X7NtyLZJHfz3","2:27","3:10",25,"gems-45_mx"
"112","Bee Gees","Words",19.56,9.52,23.28,14.16,37.2,14.48,9.4,25.48,1.76,20.74,11.94,13.62,0.75,2.12,2.92,"07PIhdmyYIw8dMeDMsx9FU","https://youtube.com/clip/UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM","UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM","1:44","2:19",25,"gems-45_mx"
"113","Sam Smith","Lay Me Down",30.64,28.28,39.48,43.12,40.12,4,0,0,34.84,36.33,2,17.42,0.89,3.04,3.76,"74sb4Gib0cL3TQeCjYF8vh","https://youtube.com/clip/UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z","UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z","1:00","1:32",25,"gems-45_mx"
"114","David Guetta","Memories",9.55,4.79,14.45,2.97,5.59,54.9,23.14,16.17,0,7.47,39.02,8.09,0.92,2.9,2.79,"5xYC48nOppVemY6U5GRGTb","https://youtube.com/clip/UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx","UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx","0:12","0:57",29,"gems-45_mx"
"115","Rihanna","Umbrella",34.48,10.59,34.45,10.86,10.48,45.76,15,9.76,5.14,20.17,30.38,7.45,0.89,4.48,3.66,"49FYlytm3dAAraYgpoJZux","https://youtube.com/clip/UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV","UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV","0:45","1:39",29,"gems-45_mx"
"116","Vanessa Carlton","A Thousand Miles",45,7.38,43.9,22.79,23.41,54.97,9.86,7.24,4.24,28.5,32.41,5.74,0.92,3.72,3.79,"4w1lzcaoZ1IC2K5TwjalRP","https://youtube.com/clip/UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6","UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6","0:40","1:26",29,"gems-45_mx"
"117","Carly Rae Jepsen","Call Me Maybe",29.86,2,39.27,6.92,15.08,67.57,28.84,12.92,0,18.63,48.2,6.46,0.96,4.73,3.32,"20I6sIOMTCkB6w7ryavxtO","https://youtube.com/clip/Ugkx7nuzh5p4B3mymnX8p7pciy6U4bGO9ZXG","Ugkx7nuzh5p4B3mymnX8p7pciy6U4bGO9ZXG","0:20","1:00",37,"gems-45_mx"
"118","Phil Collins","In The Air Tonight",27.11,19.11,53.41,21.51,32.86,25.84,17.92,9.51,12.08,30.8,21.88,10.8,0.83,4.35,3.76,"2pE8dUPeueXKizEyiPtE1p","https://youtube.com/clip/Ugkxw1ixoCUDtCHj7jw6ofycwBANBlucIgq0","Ugkxw1ixoCUDtCHj7jw6ofycwBANBlucIgq0","0:37","1:27",37,"gems-45_mx"
"119","Jeff Buckley","Hallelujah",44.57,37.11,53.38,43.92,47.86,8.35,3.38,0.84,28.05,45.37,5.86,14.45,0.94,4.54,4.24,"3pRaLNL3b8x5uBOcsgvdqM","https://youtube.com/clip/Ugkx3Nc814TcxO-G_AXns5Xue2NuEcobit8S","Ugkx3Nc814TcxO-G_AXns5Xue2NuEcobit8S","2:04","2:53",37,"gems-45_mx"
"120","Oli Brown","Speechless",10.43,3.46,15.08,11.05,20.76,46.03,19.81,10.86,3.54,12.16,32.92,7.2,0.88,1.11,3.3,"6brUC8EwzQljB17IQpmxgW",NA,NA,NA,NA,37,"gems-45_mx"
"121","Justin Timberlake","My Love",20.54,13.89,10.66,22.66,20.34,36.97,26.91,11.86,1.86,17.62,31.94,6.86,0.78,2.66,2.94,"4NeOWqHmlrGRuBvsLJC9rL","https://youtube.com/clip/UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2","UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2","2:10","2:44",35,"gems-45_mx"
"122","Taylor Swift","Look What You Made Me Do",15.6,12.2,4.86,11.03,6,39.49,38.46,15.97,0,9.94,38.97,7.99,0.91,3.17,3.06,"1P17dC1amhFzptugyAO7Il","https://youtube.com/clip/UgkxhNIkx010o6POamLFkc2AvaoO7G626kbK","UgkxhNIkx010o6POamLFkc2AvaoO7G626kbK","0:44","1:20",35,"gems-45_mx"
"123","Ellie Goulding","Burn",21.4,20.31,13.43,12.83,10.74,41.54,27,5.06,1.97,15.74,34.27,3.51,0.85,3.91,3.09,"2GgxS8bUT5G25QJTsfSv0R","https://youtube.com/clip/UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs","UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs","0:38","1:07",35,"gems-45_mx"
"124","Oasis","All Around The World",23.83,16.34,33.6,18.49,31.63,30.54,8.14,4.4,4.83,24.78,19.34,4.61,0.82,2.4,3.26,"6ZYgoD3c2aE4dD3yVFWV51","https://youtube.com/clip/UgkxreRETbkMZSaBQX_aDuMWp7DlWgYB0p7U","UgkxreRETbkMZSaBQX_aDuMWp7DlWgYB0p7U","0:36","1:21",35,"gems-45_mx"
"125","Luis Fonsi","Despacito",25.12,12.04,19.79,26.58,6.58,56.83,26.54,10.17,0,18.02,41.69,5.08,0.87,4.38,3.62,"6habFhsOp2NvshLv26DqMb","https://youtube.com/clip/Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy","Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy","1:13","1:41",24,"gems-45_mx"
"126","Steely Dan","Do It Again",18.08,7,16.5,10.08,17.29,36.71,17.25,5.38,0,13.79,26.98,2.69,0.78,1.92,2.92,"2BstRQGodshjGpeDGQiNgo","https://youtube.com/clip/Ugkx3zDuvKgpZ8dufXa5tiAnYFUgRm-hcxQw","Ugkx3zDuvKgpZ8dufXa5tiAnYFUgRm-hcxQw","1:55","2:38",24,"gems-45_mx"
"127","The Beach Boys","Good Vibrations",23.67,8.08,28.25,12.83,27.71,44.5,19.54,6.92,3.04,20.11,32.02,4.98,0.79,3.42,3.79,"6aU6a9tdn2vHhnPGlboFZX","https://youtube.com/clip/UgkxoWtHfVqF7dqNB3LH94zBUkV0DScEs0Gm","UgkxoWtHfVqF7dqNB3LH94zBUkV0DScEs0Gm","0:55","1:25",24,"gems-45_mx"
"128","OutKast","Roses",16.09,0,8.09,6.83,20.7,42.26,18.74,11.61,0,10.34,30.5,5.8,0.84,1.7,2.65,"6bUNEbXT7HovLW6BgPCBsb","https://youtube.com/clip/Ugkxi_bJRX4Fid-vQZze8VEWJCL281moKEan","Ugkxi_bJRX4Fid-vQZze8VEWJCL281moKEan","0:16","1:09",23,"gems-45_mx"
"129","Mac Demarco","Salad Days",13.92,7.92,14.88,16.71,36.29,8.75,4.12,14.08,8.62,17.94,6.44,11.35,0.71,1.21,2.71,"5VdaMUzoQetwxQwtWAd022","https://youtube.com/clip/UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r","UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r","0:18","0:48",24,"gems-45_mx"
"130","Wrabel","The Village",32.13,22.43,19.48,28.57,32.43,19.43,8.65,6.04,21.83,27.01,14.04,13.93,0.59,2.04,3.43,"6epvwUINain4iSHCTWA0sj","https://youtube.com/clip/UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej","UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej","1:28","2:13",23,"gems-45_mx"
"131","Hey Judeschka!","ImmerwiederSommertag",19.12,11.46,20.04,28.04,48.5,13.79,0.83,1.46,12.04,25.43,7.31,6.75,0.86,1.08,3.21,"0Us9gRoh9xyD6aPSo1SBIR","https://youtube.com/clip/UgkxWLVqzZ11njLTSueB2OPYpS2MgTWdFEDZ","UgkxWLVqzZ11njLTSueB2OPYpS2MgTWdFEDZ","0:22","1:15",24,"gems-45_mx"
"132","Zara Larsson","Lush Life",29.6,4.4,19.9,0.75,12.55,55.4,20.85,5.95,0,13.44,38.12,2.98,0.9,2.9,2.75,"1rIKgCH4H52lrvDcz50hS8","https://youtube.com/clip/Ugkxw_lqLsqg-q51fa3xN3ZizS8en_o0TgQz","Ugkxw_lqLsqg-q51fa3xN3ZizS8en_o0TgQz","0:40","1:10",20,"gems-45_mx"
"133","Backstreet Boys","Everybody",33.14,4.33,40.43,0,5.24,54.71,35.38,9,0,16.63,45.05,4.5,0.92,4.1,3.29,"1di1BEgJYzPvXUuinsYJGP","https://youtube.com/clip/UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA","UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA","1:33","2:10",21,"gems-45_mx"
"134","Chain Smokers","Paris",28.3,6.75,33.95,23.4,30,26.55,12.25,6,1.2,24.48,19.4,3.6,0.71,3.1,3.35,"15vzANxN8G9wWfwAJLLMCg","https://youtube.com/clip/UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80","UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80","1:03","1:50",20,"gems-45_mx"
"135","Imogen Heap","Hide and Seek",15.24,12.33,23.57,5.9,21.71,5,6.67,13.86,19.67,15.75,5.83,16.76,0.31,2.05,2.71,"7mMlbJlXXo2mRtQ4R9sIzD","https://youtube.com/clip/UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd","UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd","0:52","1:36",21,"gems-45_mx"
"136","Kings of Leon","Sex On Fire",18.79,17.71,26.12,17.29,12.71,55.53,35.68,2.62,3.03,18.52,45.6,2.82,0.92,3.91,3.47,"0ntQJM78wzOLVeCUAW7Y45","https://youtube.com/clip/UgkxeipZj-Geg6h0swKe_l1n5xckMLymaiBf","UgkxeipZj-Geg6h0swKe_l1n5xckMLymaiBf","0:45","1:15",34,"gems-45_mx"
"137","M.I.A.","Paper Planes",14.59,7.56,14.12,0.85,6.59,45.65,22.94,18.94,0,8.74,34.29,9.47,0.91,3.74,2.97,"4YOH3cBrhf4F6T4iYFUdz5","https://youtube.com/clip/UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs","UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs","0:45","1:18",34,"gems-45_mx"
"138","Of Monsters and Men","Empire",22.85,18.74,17.26,28.65,28.79,24.06,17.62,4.53,5.24,23.26,20.84,4.88,0.69,1.32,3.15,"4M9lfUgDeLHu1fL2ZxZSlu","https://youtube.com/clip/Ugkxf0nw-6_MLp5IkVeSr8bGhMovsOLM3g9p","Ugkxf0nw-6_MLp5IkVeSr8bGhMovsOLM3g9p","1:10","1:54",34,"gems-45_mx"
"139","Backstreet Boys","I Want It That Way",16.03,4.12,51.09,8.38,23.03,58.35,11.79,2.59,2.38,20.53,35.07,2.49,0.96,4.53,3.65,"47BBI51FKFwOMlIiX6m8ya","https://youtube.com/clip/Ugkx0gbLayRz3zpWm6_vvRZe5ZydozAlA7_q","Ugkx0gbLayRz3zpWm6_vvRZe5ZydozAlA7_q","1:09","1:39",34,"gems-45_mx"
"140","Namika","Lieblingsmensch",22.65,11.53,17.74,16.51,24.56,36.33,8.91,7.42,0,18.6,22.62,3.71,0.85,2.95,3.12,"6oHDvarQSp0mf5AD1SyNH0","https://youtube.com/clip/UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp","UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp","1:07","1:38",43,"gems-45_mx"
"141","Marvin Gaye","Lets Get It On",22.63,2.56,23.35,45.35,28.63,38.35,6.81,1.86,0,24.5,22.58,0.93,0.94,4.14,3.58,"39l1UORIhuHvUWfxG53tRZ","https://youtube.com/clip/UgkxrgHhtdgm5mEhCoBwSVYmf1Tmps9exZ9S","UgkxrgHhtdgm5mEhCoBwSVYmf1Tmps9exZ9S","0:02","0:51",43,"gems-45_mx"
"142","Owl City","Fireflies",32.93,8.53,32.81,10.21,26.67,36.4,14.05,2.98,1.49,22.23,25.22,2.23,0.9,4.28,3.63,"3DamFFqW32WihKkTVlwTYQ","https://youtube.com/clip/UgkxdG32gFqfrJg0dGGYY_uteAlllbNoqQwj","UgkxdG32gFqfrJg0dGGYY_uteAlllbNoqQwj","66240:00","2:57",43,"gems-45_mx"
"143","Babybird","If You'll Be Mine",22.12,6.49,20.19,26.77,30.84,18.56,9.12,6.53,4.74,21.28,13.84,5.64,0.85,1.51,2.79,"5EMnZ3vruQchFxvGTxr0zH",NA,NA,NA,NA,43,"gems-45_mx"
"144","Gnarls Barkley","Crazy",25.7,17.09,16.88,8.7,30.79,51.73,27.15,12.06,1.18,19.83,39.44,6.62,0.89,4.18,3.64,"1vxw6aYJls2oq3gW0DujAo","https://youtube.com/clip/UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan","UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan","10080:00","1:43",33,"gems-45_mx"
"145","Lily Allen","Fuck You",24.44,1.34,19.81,2.91,26.47,56.28,34.56,12.56,0,14.99,45.42,6.28,0.93,3.09,3.38,"6ylAVPbjRQoNY0khgh63Jf","https://youtube.com/clip/UgkxNxvXBP4fzk9Y_nNCKiyXZmnPaPkbt-Rm","UgkxNxvXBP4fzk9Y_nNCKiyXZmnPaPkbt-Rm","1:23","2:00",32,"gems-45_mx"
"146","Pitbull","Better On Me",11.91,9.68,13.21,19.88,28.62,42.97,18.44,14.76,2.62,16.66,30.71,8.69,0.84,1.44,2.65,"0vLlEo1D4VRiGzMLxLbsh2","https://youtube.com/clip/UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm","UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm","0:22","0:54",34,"gems-45_mx"
"147","Beyonce","Halo",27.94,22.91,30.36,17.55,20,25.3,32.94,12.52,13.15,23.75,29.12,12.83,0.43,4.09,3.36,"2MfOcbtgz2yTsiznFmVZUN","https://youtube.com/clip/UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH","UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH","1:34","2:04",33,"gems-45_mx"
"148","Elle King","Ex's &Oh's",31.96,19.12,21.96,8.5,13.5,66.42,59.15,9.65,0,19.01,62.79,4.83,0.95,3.81,3.88,"70eDxAyAraNTiD6lx2ZEnH","https://youtube.com/clip/Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0","Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0","0:53","1:23",26,"gems-45_mx"
"149","B.O.B.","Nothing On You",38.81,16.42,29.12,25.12,23.85,38.35,19.54,4.62,0.5,26.66,28.94,2.56,0.82,3.85,3.42,"4X5xWMINgGA6l0GoyYkMcr","https://youtube.com/clip/UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR","UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR","0:00","0:31",26,"gems-45_mx"
"150","Five for fighting","Easy Tonight",13.08,22.12,35.46,24,26.5,27.27,13.08,9.88,5.38,24.23,20.17,7.63,0.73,1.04,2.92,"57PHqrPsX6E7OX9LeKSo9Q","https://youtube.com/clip/UgkxM7QItiIp2cz1B295WAqIJIkGqlE7qAyn","UgkxM7QItiIp2cz1B295WAqIJIkGqlE7qAyn","1:12","1:57",26,"gems-45_mx"
"151","Avril Lavigne","Complicated",15.81,21.15,59.96,12.85,20.81,43.19,29.88,5.73,10.35,26.12,36.54,8.04,0.9,4.19,3.81,"5xEM5hIgJ1jjgcEBfpkt2F","https://youtube.com/clip/UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku","UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku","0:32","1:24",26,"gems-45_mx"
"152","Miley Cyrus","Party In The U.S.A",36.5,9.54,22.75,6.21,21.25,61.18,32.36,9.86,1.57,19.25,46.77,5.71,0.91,3.36,3.25,"3E7dfMvvCLUddWissuqMwr","https://youtube.com/clip/UgkxXAnhmK-cr-gWYaL5HcGGdfTE8wYQKhOv","UgkxXAnhmK-cr-gWYaL5HcGGdfTE8wYQKhOv","1:14","2:09",28,"gems-45_mx"
