"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Sublimity","Vitality","Unease","ICC","Familiarity","Liking","Spotify ID","Youtube Clip","Youtube ID","Youtube Start-Time","Youtube End-Time","Number of Raters","GEMS Version"
"40","OutKast","B.O.B.",10.5,15.4,4.93,0.27,11.5,49.47,36.03,28.73,0.67,8.52,42.75,14.7,0.92,1.83,2.83,"3WibbMr6canxRJXhNtAvLU","https://youtube.com/clip/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH","UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH","0:31","1:21",30,"gems-45_mx"
"41","Jedi Mind Tricks","Deathbed Doctrine",11.73,8.1,2.67,3.03,6.6,54.9,36.47,22.23,0,6.43,45.68,11.12,0.95,1.23,2.9,"1i74MnweHIH0Lt4upFKP9I","https://youtube.com/clip/UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv","UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv","0:32","1:27",30,"gems-45_mx"
"42","Bushido","Leben Und Tod Des Kenneth Gl�ckler",19.13,20.6,1.87,1.7,8.4,26.93,39.23,21.9,1.07,10.34,33.08,11.48,0.88,1.5,2.63,"3ai0DFuYn5KnHPUbRjAkga",NA,NA,NA,NA,30,"gems-45_mx"
"43","Beastie Boys","Fight For Your Right",22.84,8.4,15.76,2.52,3.56,42.96,37.36,29.2,0,10.62,40.16,14.6,0.88,2.52,3.04,"5NLuC70kZQv8q34QyQa1DP","https://youtube.com/clip/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1","UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1","2:38","3:16",25,"gems-45_mx"
"44","Action Bronson","Actin Crazy",10.44,9.32,2,1.76,21.24,25.08,19.44,26.6,1.44,8.95,22.26,14.02,0.75,1,2.56,"3clX2NMmjaAHmBjeTSa9vV","https://youtube.com/clip/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U","UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U","0:15","1:12",25,"gems-45_mx"
"45","Immortal Technique","Leaving the past",18.52,22.64,16.48,3.48,12.76,20.28,11.12,20.24,16,14.78,15.7,18.12,0.14,1,2.64,"6msTUCqIfVOWe7pzWGzh6F",NA,NA,NA,NA,25,"gems-45_mx"
"46","SSIO","Nullkommaneun",15.24,17.34,1.69,1.76,4.59,37.76,22.48,36.86,0,8.12,30.12,18.43,0.89,1.45,2.52,"3cLXgIlvugVKpWBmO5v9oy","https://youtube.com/clip/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW","UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW","2:51","3:30",29,"gems-45_mx"
"47","Wu-Tang Clan","Da Mystery Of Chessboxin'",8.24,8.55,1.97,2.41,4.66,35.66,31.14,27.76,0,5.17,33.4,13.88,0.91,1.45,2.59,"4xOTVtbCPcfxMs2hSt9D6i","https://youtube.com/clip/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp","UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp","0:18","0:56",29,"gems-45_mx"
"48","Post Malone","Congratulations",17.76,6.22,22.92,7.41,27.68,42.59,25.19,12.22,2.46,16.39,33.89,7.34,0.86,3.05,3.38,"3a1lNhkSLSkpJE4MSHpDu9","https://youtube.com/clip/UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX","UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX","0:31","1:06",37,"gems-45_mx"
"49","D-12","Fight Music",1.92,7.89,7.24,0,4.78,34.97,42.78,24.92,0,4.37,38.88,12.46,0.94,2.19,3.05,"3vBv2Tp0kHyBDUBZJr9GXQ","https://youtube.com/clip/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj","UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj","2:04","2:41",37,"gems-45_mx"
