,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,genre
167,168,Duke Ellington,Sophisticated Lady,22.0,17.42,40.75,30.83,44.5,19.58,9.17,8.5,12.5,2ua1p76h5Yy2u3dVZ9Qb0l,jazz
168,169,Sérgio Mendes,Mas que nada,15.56,17.33,16.0,12.17,30.78,37.33,20.67,14.28,2.11,6U7GUjtamt2P0LcFod1dBT,jazz
170,171,Desiigner,Panda,40.0,10.5,1.17,15.5,12.17,45.58,37.42,14.25,1.58,275a9yzwGB6ncAW4SxY7q3,hip_hop
171,172,NAS,Doo Rags,40.75,31.83,22.75,32.33,26.25,39.42,41.08,0.0,3.75,2XQrvYopdCkOenX4Z5CdV7,hip_hop
172,173,DMX,X Gon' Give It To Ya,28.18,12.09,15.82,14.55,15.09,62.09,62.18,0.0,1.09,1zzxoZVylsna2BQB65Ppcb,hip_hop
173,174,Xatar,Meine Große Liebe,10.82,27.18,0.0,15.45,1.0,22.91,27.18,6.73,0.0,7H1xPBRWYLhPGluTUDUYOw,hip_hop
174,175,Biggie Smalls,Hypnotize,44.58,21.58,33.42,12.92,28.25,39.17,23.0,12.25,0.0,6Tsu3OsuMz4KEGKbOYd6A0,hip_hop
175,176,Salt-N-Pepa,Shoop,16.85,13.21,7.79,4.35,14.85,55.62,31.15,4.94,0.0,0Pu71wxadDlB8fJXfjIjeJ,hip_hop
176,177,Prinz Pi,Laura,11.03,8.53,10.82,7.56,13.71,6.15,12.97,21.26,14.09,4pbTElMDaHrkLOfOv8nUdC,hip_hop
177,178,Black Eyed Peas,Where Is The Love,40.67,40.61,29.21,7.06,9.73,37.39,28.48,7.45,14.24,1FreAz1lmnDi5aKLB6GdFM,hip_hop
178,179,Blumio,Lass Mal Über Haie Reden,10.56,11.22,2.41,5.56,11.89,39.78,27.59,23.96,3.33,2cdXF2fdd1q3wXg7VnxzEJ,hip_hop
179,180,Cyne,One Day,14.5,9.18,8.25,7.93,18.21,40.54,28.82,9.89,0.82,46cmIQKXy7Ric5yNZ2tzde,hip_hop
180,181,The Pharcyde,Passin' Me By,19.19,6.48,4.74,10.19,13.81,32.22,22.41,26.93,0.0,4G3dZN9o3o2X4VKwt4CLts,hip_hop
181,182,Gucci Mane,Tone It Down,11.11,10.21,0.0,7.96,19.43,40.21,29.5,25.46,1.04,0iTCmKvuU1ReULiQB0rI7n,hip_hop
182,183,Jay-Z,The Story Of OJ,17.68,13.11,11.04,10.36,29.43,31.5,19.96,20.96,2.96,6JpN5w95em8SODPiM7W2PH,hip_hop
183,184,2Pac,All Eyez On Me,14.14,10.43,11.75,15.07,28.64,26.32,20.57,21.18,1.21,4VQNCzfZ3MdHEwwErNXpBo,hip_hop
184,185,K.I.Z.,Ein Affe und ein Pferd,12.13,8.53,3.87,7.2,11.17,35.1,33.57,40.37,0.0,3qM75mSV84LHHJqlITqZsk,hip_hop
185,186,LL Cool J,Around The Way Girl,18.77,9.13,12.53,18.23,32.3,42.67,16.37,6.6,1.7,4Qxv2L4JICAWLFrBV6QeH8,hip_hop
186,187,Coolio,Gangsta's Paradise,31.3,15.97,22.53,2.03,12.17,65.57,51.07,9.47,1.03,1DIXPcTDzTj8ZMHt3PDt8p,hip_hop
187,188,Cardi B,Bodak Yellow,10.97,8.06,1.58,4.29,7.23,47.16,39.23,16.16,0.0,6KBYefIoo7KydImq1uUQlL,hip_hop
188,189,Killer Mike,A.D.I.D.A.S.,18.44,1.59,6.38,2.25,16.69,37.97,8.47,14.31,2.06,3ghaPXI1bdNDeYpfCEv1Gw,hip_hop
189,190,Beginner,Füchse,18.65,14.55,7.52,2.84,28.48,43.52,17.06,9.84,4.55,4vxjNphyAqPGR8KpuXPGoi,hip_hop
190,191,Scroobius Pip,Let 'Em Come,8.04,13.96,1.44,3.19,2.78,18.19,26.11,46.37,0.0,5iDkCenF5yMkweYTzvnxc0,hip_hop
191,192,SIDO,Fuffies Im Club,7.07,15.85,1.37,3.37,6.52,28.19,12.26,31.04,1.48,1A0b0yR0quuBByKQzASAvf,hip_hop
192,193,Chance The Rapper,Summer Friends,2.26,6.93,6.26,8.52,18.19,24.59,4.67,18.3,0.0,2fl0B0OaXjWbjHCQFx2O8W,hip_hop
193,194,Twentyone Pilots,Lane Boy,18.0,13.17,2.45,1.07,11.79,26.62,33.17,7.38,3.52,2P61EK6DMGyVyssLWS4fKy,hip_hop
195,196,The Roots,You Got Me,21.93,10.31,26.0,21.34,21.9,8.72,11.14,9.21,15.21,4pdLZsxq0y5oJDb6Cxlokw,hip_hop
196,197,Kanye West,Touch The Sky,16.43,9.75,17.32,10.0,17.14,46.86,22.43,7.04,0.79,2dxjKgT0li4qBI3QwuN9Ih,hip_hop
197,198,Pharoahe Monch,Let's Go,7.21,12.93,3.57,0.0,14.11,26.43,20.46,14.54,0.0,67c29TckQ1LtejsU6USqvG,hip_hop
198,199,Eminem,Mockingbird,25.11,9.54,34.32,14.39,12.46,13.18,9.71,17.54,38.64,561jH07mF1jHuk7KlaeF0s,hip_hop
199,200,Eminem,Rap God,30.81,25.07,14.52,9.56,8.26,39.48,34.52,28.41,3.7,6or1bKJiZ06IlK0vFvY75k,hip_hop
200,201,Freundeskreis,A-N-N-A,6.04,11.26,18.85,21.15,29.78,6.22,0.0,13.26,12.48,6EWtkdeKmVtRjmydTfIR0S,hip_hop
201,202,Eminem,Lose Yourself,29.7,17.0,26.0,12.96,16.63,50.96,36.85,15.56,3.7,7MJQ9Nfxzh8LPZ9e9u68Fq,hip_hop
202,203,Travis Scott,Antidote,12.23,11.42,7.84,4.1,11.16,43.58,23.74,19.23,1.16,1wHZx0LgzFHyeIZkUydNXq,hip_hop
204,205,Kanye West,Runaway,13.97,2.81,10.55,11.42,13.84,28.61,6.58,23.26,7.74,3DK6m7It6Pw857FcQftMds,hip_hop
205,206,Jay-Z,99 Problems,8.75,8.11,5.77,1.3,14.09,43.52,38.34,18.32,0.0,7IdFdRlCjUi6kkhbPoRfnw,hip_hop
206,207,50 Cent,In Da Club,15.37,7.16,15.12,5.51,16.7,56.44,25.81,12.16,0.0,7iL6o9tox1zgHpKUfh9vuC,hip_hop
207,208,Akua Naru,Poetry: How Does It Feel,20.12,14.3,17.67,29.84,42.19,8.93,5.86,10.58,2.19,0SQg86odv33piyPWPgNpBM,hip_hop
208,209,OutKast,B.O.B.,10.5,15.4,4.93,0.27,11.5,49.47,36.03,28.73,0.67,3WibbMr6canxRJXhNtAvLU,hip_hop
209,210,Jedi Mind Tricks,Deathbed Doctrine,11.73,8.1,2.67,3.03,6.6,54.9,36.47,22.23,0.0,1i74MnweHIH0Lt4upFKP9I,hip_hop
210,211,Bushido,Leben Und Tod Des Kenneth Glöckler,19.13,20.6,1.87,1.7,8.4,26.93,39.23,21.9,1.07,3ai0DFuYn5KnHPUbRjAkga,hip_hop
211,212,Beastie Boys,Fight For Your Right,22.84,8.4,15.76,2.52,3.56,42.96,37.36,29.2,0.0,5NLuC70kZQv8q34QyQa1DP,hip_hop
212,213,Action Bronson,Actin Crazy,10.44,9.32,2.0,1.76,21.24,25.08,19.44,26.6,1.44,3clX2NMmjaAHmBjeTSa9vV,hip_hop
213,214,Immortal Technique,Leaving the past,18.52,22.64,16.48,3.48,12.76,20.28,11.12,20.24,16.0,6msTUCqIfVOWe7pzWGzh6F,hip_hop
214,215,SSIO,Nullkommaneun,15.24,17.34,1.69,1.76,4.59,37.76,22.48,36.86,0.0,3cLXgIlvugVKpWBmO5v9oy,hip_hop
215,216,Wu-Tang Clan,Da Mystery Of Chessboxin',8.24,8.55,1.97,2.41,4.66,35.66,31.14,27.76,0.0,4xOTVtbCPcfxMs2hSt9D6i,hip_hop
216,217,Post Malone,Congratulations,17.76,6.22,22.92,7.41,27.68,42.59,25.19,12.22,2.46,3a1lNhkSLSkpJE4MSHpDu9,hip_hop
217,218,D-12,Fight Music,1.92,7.89,7.24,0.0,4.78,34.97,42.78,24.92,0.0,3vBv2Tp0kHyBDUBZJr9GXQ,hip_hop
218,219,Jurassic 5,Work It Out,11.68,14.65,12.11,9.92,23.92,46.51,18.92,12.03,0.0,4wAjMtIbWBP3g1iETZRrg3,hip_hop
219,220,Logic,Black Spiderman,13.97,13.54,7.91,7.91,11.71,35.37,20.71,18.49,2.43,7BKUWh5sdtdS17crohRe4L,hip_hop
220,221,Jay Z,Hard Knock Life,20.0,14.09,19.54,19.11,18.69,35.86,15.11,11.86,3.8,0PncoISAGbKR9HRx5LEbhC,hip_hop
221,222,The Notorious B.I.G.,Juicy,17.8,14.66,13.6,8.26,22.54,33.69,18.57,6.43,2.34,2AP7m2dBb8ULTx4Gc1rdMc,hip_hop
222,223,N.E.R.D,Lemon,9.46,3.33,5.0,3.29,2.12,30.5,23.79,20.83,0.0,2LKlHBPHxLG5ArAXfF148n,hip_hop
223,224,50 Cent,Candy Shop,12.75,3.33,20.25,25.08,7.21,54.62,35.0,5.25,0.0,5D2mYZuzcgjpchVY1pmTPh,hip_hop
224,225,2Pac,Keep Ya Head Up,8.25,9.62,8.83,8.17,30.33,23.0,10.08,6.0,4.17,4Tttv4p2xuAq1LpQ7LI95E,hip_hop
226,227,Geto Boys,Mind Playing Tricks On Me,12.57,8.04,2.04,0.0,7.83,18.39,11.61,33.22,1.09,63BokRfXSQhEU6Qi2dSJpZ,hip_hop
227,228,NAS,If I Ruled The World (Imagine That),12.61,19.48,6.96,2.3,15.96,27.83,23.35,14.17,0.0,5PQmSHzWnlgG4EBuIqjac2,hip_hop
228,229,OutKast,Ms. Jackson,24.0,5.75,35.35,2.05,4.05,42.2,15.45,11.65,6.35,0I3q5fE6wg7LIfHGngUTnV,hip_hop
229,230,Kendrick Lamar,i,7.58,6.95,0.0,1.84,3.58,29.26,15.79,22.68,0.0,7wdzLe2Gsx1RGqbvYZHASz,hip_hop
230,231,Kanye West,Gold Digger,24.79,4.62,23.5,5.76,11.76,62.32,36.79,9.71,0.0,1PS1QMdUqOal0ai3Gt7sDQ,hip_hop
231,232,Max Herre,1Ste Liebe,7.74,5.62,13.47,12.65,20.53,21.59,0.91,18.71,0.0,20xi5ZLlmFLqXtsoNlcqYs,hip_hop
232,233,Future,Mask Off,18.29,5.32,10.09,5.68,5.44,31.56,26.12,19.97,2.62,0VgkVdmE4gld66l8iyGjgx,hip_hop
233,234,Ice Cube,It Was A Good Day,5.32,3.32,13.56,4.29,16.03,21.5,10.0,19.97,0.0,2GrOq1y5gksYrqkc8Jzl9T,hip_hop
235,236,Yung Hurn,Bianco,15.3,6.47,6.56,5.09,19.3,19.14,4.37,23.93,2.98,1vfVPUkl5v0HXWCEgQJHOf,hip_hop
236,237,Blackalicious,Alphabet Aerobics,24.82,16.52,1.61,0.0,10.36,37.58,28.39,27.48,0.0,4z5L0qDduw3w1apQ4Qa6KV,hip_hop
237,238,SSIO,Sim-Karte,10.22,9.66,5.66,0.0,10.25,32.81,26.19,23.88,0.0,4boJTTrr04CNomqZj9SJ4f,hip_hop
238,239,Drake,Too Much,16.75,15.66,22.78,15.69,22.47,20.06,18.59,12.0,6.16,5LnXWeA9tuWKI2C1H74iiJ,hip_hop
239,240,A$AP Rocky,Fashion Killa,6.91,9.7,7.97,9.73,12.91,20.73,8.12,16.06,3.45,0O3TAouZE4vL9dM5SyxgvH,hip_hop
240,241,Obie Trice,Got some Teeth,3.46,12.92,8.38,5.5,12.35,50.81,33.88,22.04,0.0,7tszeVkfxO5ISkjZWpIG88,hip_hop
241,242,CunninLynguists,Love Ain't,15.23,21.73,19.23,5.38,7.69,34.65,34.65,19.31,6.04,6qfna7A7WvUwyNoqVwbhnc,hip_hop
242,243,Jay-Z,Ni**as In Paris,16.62,11.5,15.92,3.73,3.85,60.38,51.46,28.19,0.0,4Li2WHPkuyCdtmokzW2007,hip_hop
243,244,CunninLynguists,Valley of Death,18.65,23.39,19.96,0.0,4.65,27.87,20.52,15.3,2.04,3rvuvqoC0zvoUkog7EKLMv,hip_hop
244,245,Eminem,Till I Collapse,19.73,26.67,7.83,1.67,0.0,42.93,55.17,16.67,0.0,4xkOaSrkexMciUUogZKVTS,hip_hop
245,246,Kendrick Lamar,Rigamortus,9.67,5.5,3.4,2.93,9.5,34.47,24.53,30.8,1.37,2lD6AoA8qf2t4Dkf2TcmNK,hip_hop
246,247,Chinese Man,I've Got That Tune,24.37,10.63,8.23,10.1,26.87,50.97,24.5,10.9,0.0,6ZOeDXutLpSGqA1sSL6LrL,hip_hop
247,248,Kendrick Lamar,Alright,9.73,5.95,5.95,0.0,7.51,24.92,15.35,19.0,0.0,3iVcZ5G6tvkXZkZKlMpIUs,hip_hop
248,249,Eminem,Shake That,8.76,3.64,11.4,0.6,10.28,37.72,15.12,10.84,0.0,0fGh0trRN1xz3s41r7V5ce,hip_hop
249,250,Immortal Technique,Freedom Of Speech,8.08,6.2,6.12,0.68,8.76,23.44,15.64,23.68,1.76,6fx3RqwMuR3k7M1bCpUFKJ,hip_hop
250,251,Sage Francis,Crack Pipes,9.32,17.64,12.96,1.84,6.6,8.44,16.0,24.48,12.36,0BbYnQHDdUNO5e38PK3GOX,hip_hop
251,252,Blackstreet,No Diggity,30.0,6.76,19.6,7.96,23.2,33.88,14.08,3.6,0.0,6MdqqkQ8sSC0WB4i8PyRuQ,hip_hop
252,253,NAS,N.Y. State of Mind,2.4,10.3,1.45,0.0,6.5,23.3,27.75,32.45,3.6,0trHOzAhNpGCsGBEu7dOJo,hip_hop
253,254,Nicki Minaj,Moment 4 Life,14.75,23.85,3.2,0.0,4.8,44.05,44.0,15.45,0.85,1ia019RqDK2o4QiANR1Dyn,hip_hop
254,255,Missy Elliott,Work It,12.91,8.91,5.3,2.3,0.43,39.22,20.48,19.65,0.0,3jagJCUbdqhDSPuxP8cAqF,hip_hop
255,256,Marteria,Kids,5.48,15.13,4.04,0.0,12.48,35.61,7.78,18.7,5.0,6lxTIMeCLEkj48TlCRG3XX,hip_hop
256,257,Wiz Khalifa,"Young, Wild & Free",25.33,13.28,23.61,9.78,8.78,51.83,17.61,18.94,0.0,5HQVUIKwCEXpe7JIHyY734,hip_hop
257,258,Why SL Know Plug,Rite Back,12.63,8.19,0.56,0.0,2.3,35.07,18.11,15.22,0.81,5c2LdL9xlXX0CyPry5UDIR,hip_hop
258,259,Black Hippy,Control,4.85,9.19,1.48,0.0,2.59,24.11,20.74,34.44,1.63,18lRXAROle06PhNpCqRoSV,hip_hop
259,260,Dr. Dre,Still D.R.E.,16.0,14.75,27.19,3.0,20.47,38.0,46.88,11.47,0.0,503OTo2dSqe7qk76rgsbep,hip_hop
260,261,Haftbefehl,Lass Die Affen Aus'm Zoo,6.58,13.94,5.71,1.32,4.0,26.9,30.23,45.55,0.97,6QNgcN2uHhXJG4RWDPyQQF,hip_hop
261,262,J. Cole,Wet Dreamz,31.48,13.77,21.84,20.55,30.77,34.74,23.58,11.13,2.1,4tqcoej1zPvwePZCzuAjJd,hip_hop
262,263,Dr. Dre,Nuthin' But A G thang,20.97,6.45,15.81,7.13,20.48,42.9,22.77,13.74,1.61,4YtoipFgf4k0AfD17ZfD5X,hip_hop
263,264,Soul Position,Priceless,11.93,5.89,2.07,5.85,18.26,35.78,7.52,10.52,0.0,7I4ozG1g4D5H7FvKkMe27n,hip_hop
264,265,Die Orsons,Ventilator,9.26,5.59,2.33,0.56,5.19,24.67,5.56,21.0,0.74,5j9djud18VQob3Ec3FUoy0,hip_hop
265,266,Method Man,Part II,16.85,3.52,2.22,1.52,16.44,35.26,19.3,14.78,0.0,2n7h09QrGitVul66b2D8Re,hip_hop
266,267,Public Enemy,Harder Than You Think,23.59,9.45,6.66,0.0,8.72,47.28,38.83,20.21,2.59,5YpZh8wfS4moRBk0ijNcXr,hip_hop
267,268,Mattafix,Big City Life,29.48,18.86,21.83,12.34,23.72,39.21,18.9,7.66,0.0,4stm6lf1vQBSl7Eq4Npzr0,hip_hop
268,269,Tyler The Creator,Yonkers,9.72,7.21,0.0,5.17,5.72,17.21,32.45,34.55,4.41,3WQlJpaUUbGtUqAskvGA7c,hip_hop
269,270,Green Day,Know Your Enemy,20.43,21.0,33.5,5.57,9.14,34.93,49.07,15.36,6.5,5qtwzv99vOr5UTwnTixn7j,rock
270,271,AedFX,Warning,11.37,15.03,0.0,2.0,12.33,35.4,21.8,50.23,3.37,3mHgqUyhKCBo2PKh18sWeo,hip_hop
271,272,brillion,Aurora,19.93,14.14,38.24,38.93,61.28,8.93,0.0,4.97,1.52,3dsMce7p7FYwsxvHZQuaRP,hip_hop
272,273,Claptu,sad octopus,17.28,11.6,34.28,26.49,57.53,4.63,1.19,2.23,3.26,6IGd96b2eVkKVhwCW1NJ1e,hip_hop
273,274,Claptu,Aper,14.92,11.8,31.8,39.44,57.84,7.12,0.0,9.16,0.8,4tC89UWVzU3PqdqdiQbAdo,hip_hop
274,275,DECAP,Panther,12.35,16.35,0.48,2.0,5.0,24.78,12.61,49.04,0.0,1WmdcotlVastYfmwlvK7x2,hip_hop
275,276,Dexter,Everyday Like This,11.95,1.03,1.86,8.38,9.38,27.0,9.41,17.89,1.05,1IjtbDa43lCjIbClrprdrP,hip_hop
276,277,Dj Shadow,Building Steam With A Grain of Salt,9.34,12.38,6.97,6.28,9.72,20.0,15.66,40.24,5.83,4cucslsiEgezV2o900Ykg3,hip_hop
279,280,Idealism,controlla,22.07,8.81,37.48,29.96,56.7,11.89,3.26,0.0,12.48,7woCxOw0jmj65ohlQ3x0tH,hip_hop
280,281,Joey Pecoraro,Your Favorite Place,25.81,34.19,22.94,41.84,65.16,21.9,8.9,9.45,2.35,2p6es5NEF5CBRrKC1lJHri,hip_hop
281,282,Lord Finesse,Midas Era,19.5,16.62,12.96,4.31,29.88,39.08,15.77,22.23,1.12,6v0AYQ5YoF51yzGY0v0Dyg,hip_hop
283,284,Philanthrope,pueblo,13.0,18.15,23.67,17.94,44.06,10.91,3.85,7.24,3.85,3oYUtjjvbSxN40CQ71ZvTd,hip_hop
285,286,Suff Daddy,K C Vodka,0.0,5.57,1.48,3.33,13.29,18.67,10.71,25.48,3.43,701ScIvdwIVub5swI6ObLG,hip_hop
286,287,The Deli,5:32pm,15.27,16.04,38.54,27.54,57.15,13.42,1.77,10.96,0.0,7qrBYrivpvfXUPBMmqh3dA,hip_hop
287,288,Tom Doolie,Blue Book,15.64,12.56,34.47,28.44,48.58,9.31,0.0,8.14,3.71,3E4LT4SvrEhGKIzyAeezEa,hip_hop
289,290,No Spirit,Glowing Lights,6.43,15.32,19.16,20.65,52.92,3.16,4.59,5.54,5.78,3KunPHIvhxrUaHny2Z1J9w,hip_hop
290,291,Rancid,Time Bomb,5.06,3.75,15.94,1.62,5.06,34.81,24.19,21.44,1.62,41kg2RvdwBuIv0OPpvBS4v,rock
291,292,Amy Winehouse,I Heard Love Is Blind,24.73,13.09,17.73,26.45,40.36,31.55,2.18,3.64,5.91,3Li4nWTnkUu19vxkhNW9td,jazz
292,293,Madeleine Peyroux,To Love You All Over Again,22.33,21.25,31.0,25.58,41.75,10.08,7.17,0.75,23.17,4EPwpBN0t11bIxjsAI8oaF,jazz
293,294,Sleep,Dopesmoker,6.23,4.0,1.69,1.69,6.54,6.38,25.23,45.0,8.15,1vhvheW4R0KbK6Kr3NFplW,rock
294,295,Paradise Lost,Faith Divides Us - Death Unites Us,13.84,17.26,9.79,3.89,6.74,13.16,37.32,46.58,17.89,5gOjvocmJZQ05QBSE9xIkR,rock
295,296,Fafá de Belém,Foi Assim,14.67,13.83,28.21,22.42,29.88,15.21,9.33,7.46,11.62,55snJzt0NFIY0unGMjMuw9,jazz
296,297,Lucky Twice,Lucky,14.14,8.67,22.81,20.71,11.05,35.67,34.57,11.05,7.0,4Td50xcLZQOrOHQeG0vULJ,pop
297,298,t.A.T.u.,All the Things She Said,25.62,20.69,29.23,19.08,15.54,34.92,46.69,12.0,13.77,4bJygwUKrRgq1stlNXcgMg,pop
298,299,Daft Punk,Lose Yourself To Dance,12.43,19.43,15.76,4.48,15.76,36.67,23.52,9.57,7.95,5CMjjywI0eZMixPeqNd75R,funk_soul
299,300,Cult of Luna,Thirtyfour,6.35,15.87,9.68,1.45,5.71,8.9,33.65,38.68,7.94,59mzCn4G9KcuIWoksoe2aq,rock
300,301,Fergie,Big Girls Don't Cry,14.79,18.89,30.37,22.11,22.58,32.53,23.74,3.74,15.89,3Q4WeJmzxuDpzMu9QjQqbM,pop
301,302,Thievery Corporation,The Richest Man in Babylon,10.93,11.73,11.87,11.67,28.07,31.2,29.87,8.27,7.07,20F3FcES8KU4kffMCkFgNN,electronic
302,303,Kylie Minogue,Skirt,13.29,11.29,11.0,11.14,3.43,37.93,47.36,22.71,0.36,4HS4veWZYPzHvEmVxrVEoy,electronic
303,304,Sia,The Church of What's Happening Now,40.23,34.85,38.77,37.23,48.85,15.77,12.46,10.54,40.85,2NIq6qD7oM7SRT0C7kobr5,electronic
304,305,The Weather Girls,It's Raining Men,24.71,27.86,59.07,20.64,0.86,77.5,63.57,7.36,0.21,4caiYv89C9GZdDD1RzshWd,funk_soul
305,306,blink-182,Online Songs,12.85,7.15,24.92,3.08,8.0,58.38,49.62,12.0,1.38,2DcxTfOm8y2UgeP81qdidR,rock
306,307,Darren Styles,Cutting Deep,10.36,26.43,5.29,0.0,5.36,42.21,36.29,27.93,1.71,2GOGJIN0VMUFrHtyKvmkQn,electronic
307,308,Leo Sayer,More Than I Can Say,12.33,17.29,30.38,22.24,34.95,15.24,8.33,4.95,14.38,3RJ81z1sPLeWEFuCfGaCLC,rock
308,309,Air Supply,The One That You Love,22.06,17.0,30.56,42.06,18.19,21.81,15.69,7.31,23.38,3FDAd5vW4P7xe1GBNOLyfD,rock
309,310,Mr. Mister,Broken Wings,34.41,24.94,49.59,20.59,26.76,20.71,24.35,3.88,9.82,78FHUZRbFDCG6VkRAQdFLm,rock
310,311,Hooverphonic,One,19.69,17.62,30.06,34.31,33.75,12.12,6.5,6.62,12.62,6g7ervcGNeDlHFQFXkcSzS,electronic
311,312,Paul McCartney,The Lovely Linda,21.59,12.47,45.59,30.41,54.59,24.71,5.65,6.94,15.0,0Ca2mDERpTFmnttcSt9UcR,rock
312,313,Owl City,Lucid Dream,28.33,24.33,27.0,17.56,45.11,28.89,15.44,2.22,4.78,4icP6VWlKBLIHzl0bBD4xw,electronic
313,314,Stevie Wonder,I Just Called to Say I Love You,28.91,12.64,47.36,54.73,54.91,48.09,11.82,1.27,13.64,6RNDeRnWsRMjPdNVgupZCs,funk_soul
314,315,Massive Attack,Mezzanine,13.07,28.86,18.14,6.36,17.07,13.64,22.0,41.14,17.21,67Hna13dNDkZvBpTXRIaOJ,electronic
315,316,Solitude Aeturnus,Seeds of the Desolate,2.06,11.12,8.65,1.12,0.29,7.29,19.41,61.06,6.12,7emF3lKU8NmkrlmDXUTYER,rock
316,317,"Chunk! No, Captain Chunk!",So Close and Yet So Far,13.64,5.71,27.79,7.79,10.07,51.71,49.86,19.21,9.5,4nYV0FQkrOXzruL4xFlKmL,rock
317,318,Sam Smith,Stay with Me,12.27,14.64,27.91,44.18,34.91,20.09,12.73,3.36,46.64,5Nm9ERjJZ5oyfXZTECKmRt,funk_soul
318,319,The Platters,My Prayer,36.56,23.75,50.56,49.88,36.0,18.19,15.25,5.56,17.38,1ntGJDSakqsaw1KhptKrB5,funk_soul
319,320,Skrillex,First of the Year (Equinox),2.5,11.58,12.17,0.67,1.0,8.58,19.92,44.67,5.0,5i7fZq3chLyCHo3VeB6goD,electronic
320,321,Sarah McLachlan,Elsewhere,22.35,12.47,31.12,33.41,37.12,7.0,4.59,6.47,39.47,1hBi66N1p1QyvFTHjnH2jv,rock
321,322,Lakeside,Fantastic Voyage,17.89,12.0,19.47,3.26,12.84,35.74,30.68,10.26,1.26,0rc9Uwm4vmnQEfx5omLWWF,funk_soul
322,323,My Dying Bride,For My Fallen Angel,45.38,25.67,26.14,33.67,44.86,5.52,17.52,8.71,46.76,5oVSFQUi1hBYYRiNeOwfWy,rock
323,324,St. Vincent,I Prefer Your Love,22.29,19.18,23.47,11.94,41.71,5.82,7.65,6.65,16.35,0Snb87Z4Zdn6YFMicWA7gx,pop
324,325,Wild Cherry,Play That Funky Music,22.15,27.54,33.46,14.23,23.69,58.46,36.0,3.08,2.92,5uuJruktM9fMdN9Va0DUMl,funk_soul
325,326,Sandy,Aquela dos 30,16.52,8.64,9.72,11.96,8.28,45.84,20.08,7.76,1.48,13P1ZQvK9lejmHM6h8Pnbk,pop
326,327,Modern Talking,"You're My Heart, You're My Soul",7.59,5.59,15.47,8.53,14.82,24.71,15.71,12.94,5.12,0Zn63G0XTiqXwr1KSmARWz,pop
327,328,Karma Fields,Build The Cities (feat. Kerli),6.3,13.5,1.6,0.4,5.7,28.9,40.4,28.7,0.3,50fO3coGeBVITFxiYlHSDs,electronic
331,332,Alfvén,Midsommarvaka,35.67,34.58,8.67,35.42,40.33,28.83,17.58,4.33,0.0,6bnYnAVPzpWLqG4mqC9gc3,classic
367,368,Albinoni,"Concerto a cinque No. 2, Op. 9",27.3,23.59,28.37,24.52,34.15,30.78,22.59,6.96,3.59,0Ouz5wpLFbtXjAdxLRydQq,classic
433,434,Lauran Hibberd,Sugardaddy,6.92,8.38,17.31,21.15,18.69,34.77,20.85,12.0,2.69,6eXsSF9ufDWqnCJC4GVIsj,pop
434,435,Lasgo,Something,15.64,28.07,18.64,5.64,4.86,59.86,51.21,17.79,0.0,3e9L9HiHKcfYLAga28Vmcf,electronic
435,436,Mariah Carey,Want You,14.5,15.0,20.21,20.57,23.57,19.57,27.07,14.14,7.93,0bYg9bo50gSsH3LtXe2SQn,funk_soul
436,437,The Knife,Heartbeats,16.62,14.0,11.71,14.43,8.81,21.62,18.9,18.38,12.95,2YacpExEbX9tF8IbFlFOo4,electronic
437,438,Lake of Tears,So Fell Autumn Rain,9.77,10.8,15.83,2.37,3.37,11.93,28.57,13.73,12.87,2sXOtMnG1wfnNsNUQ6oDPR,rock
438,439,Dire Straits,So Far Away,30.4,24.7,45.8,27.7,29.1,22.0,16.1,6.2,24.9,3pGBIgFdfdnjtHDJR4nbrR,rock
439,440,Joss Stone,Headturner,12.38,11.38,34.54,13.08,7.15,43.46,52.46,28.46,0.38,7MX14dwZzEIg84qKdlWTHv,funk_soul
440,441,Panic! at the Disco,Death of a Bachelor,13.19,3.94,13.94,24.06,17.69,9.81,7.44,9.69,1.44,1BECwm5qkaBwlbfo4kpYx8,jazz
441,442,Take That,Love Ain't Here Anymore,17.5,11.5,26.6,29.6,29.4,6.7,6.9,3.3,29.9,1LtwwvNy05VlULpCTogigr,pop
442,443,Télépopmusik,Genetic World,12.3,15.4,8.8,2.7,17.2,10.4,10.4,11.7,4.1,0uKrhHBDUQ4w5fv4qwOubP,electronic
443,444,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,11.8,11.6,16.47,30.87,28.8,28.07,15.27,10.07,2.4,7tJsTykoo4Jk5JguHTx9W7,rock
444,445,Diablo Swing Orchestra,Balrog Boogie,7.21,9.93,7.29,0.5,0.79,25.64,32.29,24.93,0.5,65RptVLH4KdgCeEAuPS8WY,jazz
445,446,Nat King Cole,Unforgettable,28.83,20.33,62.92,48.83,61.0,16.42,6.25,7.92,20.92,648TTtYB0bH0P8Hfy0FmkL,jazz
446,447,Zendaya,Only When You're Close,9.94,12.72,12.28,7.28,8.11,6.33,16.61,23.22,16.89,7BhxxlLcCCfvixzy8KExZv,electronic
447,448,Chris Rea,And you my love,8.2,4.1,19.25,31.8,24.35,12.5,7.15,7.9,16.95,7iJmWC3h8tJOCK4OzPFZ2c,rock
