,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,genre
620,621,Frank Ocean,Thinkin Bout You,16.71,5.95,21.52,17.1,24.95,19.43,0.0,18.95,7.33,5mphdlILgAq3vh1MSvAJTS,pop
621,622,Genesis,I Can't Dance,4.39,7.3,10.26,2.65,10.09,32.61,22.48,10.35,0.0,6AvvAzzOEUs9orFhDkOPOl,pop
622,623,Black Eyed Peas,I Gotta Feeling,37.52,9.96,31.26,3.39,9.09,69.78,45.74,14.3,0.0,4kLLWz7srcuLKA7Et40PQR,pop
623,624,Shakira,Underneath your clothes,14.04,7.09,27.48,26.65,33.7,19.22,2.43,2.04,5.22,15f8Cv8RXUlOOCIf2oaceN,pop
624,625,James Morrison,I Won't Let You Go,12.17,7.39,23.39,29.26,27.48,15.91,3.22,4.61,8.09,2TUzU4IkfH8kcvY2MUlsd2,pop
625,626,Lianne La Havas,What You Don't Do,21.63,9.07,3.3,16.67,14.59,34.7,16.56,9.48,0.0,4mityPmJpqtHea3y9qZLg6,pop
626,627,Maggie reilly,Everytime We Touch,14.07,3.3,23.85,24.0,23.59,20.11,10.33,11.78,3.33,2n9Ni9TFPcNHCdoPOQKXZ6,pop
627,628,Akon,Lonely,23.11,3.67,36.19,17.78,20.0,27.15,3.33,2.96,22.15,4v7DCN09hgXkKazefkznDQ,pop
628,629,Tame Impala,The Less I Know The Better,25.44,8.97,31.94,19.78,41.56,29.72,9.53,5.47,2.62,6K4t31amVTZDgR3sKmwUJJ,pop
629,630,Bag Raiders,Shooting Stars,32.32,10.06,24.19,11.48,28.29,52.77,16.19,12.32,0.32,0UeYCHOETPfai02uskjJ3x,pop
630,631,Gary Jules,Mad World,24.82,15.06,58.39,15.06,26.61,3.7,1.64,6.45,41.3,3JOVTQ5h8HGFnDdp4VT3MP,pop
631,632,Mark Ronson,Uptown Funk,32.9,9.97,11.42,2.81,28.48,72.29,50.97,9.87,0.0,32OlwWuMpZ6b0aN2RZOeMS,funk_soul
632,633,The Beatles,Let It Be,32.23,25.1,56.39,36.48,51.0,22.52,10.84,1.65,9.13,7iN1s7xHE4ifF5povM6A48,pop
633,634,Eric Clapton,Tears In Heaven,35.52,29.35,59.1,37.65,41.94,6.61,4.9,2.1,27.1,7utRJ4BeYx85khzP3lKoBX,pop
634,635,Lola Marsh,Wishing Girl,16.33,17.3,9.78,14.22,25.63,21.26,6.89,9.22,0.52,2iawlVRHk4Q9aPg0OgG20D,pop
635,636,Bilderbuch,Maschin,13.0,4.52,7.96,4.07,16.3,29.26,17.85,18.04,0.0,2Lg1njXKvhgv72U9QkrwXi,pop
636,637,Fletwood Mac,Dreams,20.56,16.63,34.96,28.07,35.89,23.96,5.41,2.85,2.04,0ofHAoxe9vBkTCp2UQIavz,pop
637,638,Oasis,Don't Look Back In Anger,17.0,12.89,48.59,22.96,23.0,29.63,6.96,10.04,13.96,7ppPZa3TRUSGKaks9wH7VT,pop
638,639,Der Junge mit der Gitarre,Hallo Worum Gehts Ich Bin Dagegen,18.17,14.07,0.0,0.0,6.86,42.9,23.76,14.86,2.0,2v9P6UeIJkWBz2NnvGvZIr,pop
639,640,Chris Brown,Forever,28.76,3.07,16.21,16.79,9.14,39.66,18.76,15.03,0.0,3NZJlJemX3mzjf56MqC5ML,pop
640,641,Ryan Adams,Lucky Now,23.24,16.07,20.97,27.55,45.17,25.69,7.1,15.1,5.03,4roEQeLnZ0d96fDnRdXXW6,pop
641,642,Amy Winehouse,Back To Black,28.72,19.03,46.38,28.79,27.31,27.14,17.24,2.76,7.41,3FAclTFfvUuQYnEsptbK8w,pop
642,643,VersaEmerge,Mind Reader,11.44,13.94,16.62,8.38,2.69,19.75,40.31,25.0,10.94,2b9ge09fnhEVVmkS8BjqRu,rock
643,644,East 17,it's alright - the guvnor mix,4.82,10.12,4.88,1.35,1.41,36.53,14.06,17.35,0.41,0hiUOCWNdPefjaEAjcJ8Cq,pop
644,645,Madonna,Intervention,17.47,27.32,18.21,16.58,13.74,36.84,31.16,14.79,8.05,7BxLHR4ApH0n4rx10KAWOo,pop
645,646,Nina Simone,I Want a Little Sugar in My Bowl,29.19,15.94,35.69,35.38,48.31,17.31,14.81,1.81,28.75,3NcJu9876GBJuNU6vJOrbb,jazz
646,647,Draconian,"Death, Come Near Me",10.0,26.25,12.56,18.12,11.5,1.25,14.25,28.19,37.31,0xaf0rzKil2j5Yd2Fiz9SL,rock
647,648,Tony Bennett,Rags to Riches,28.08,10.85,31.23,26.69,24.54,26.46,12.0,9.77,12.85,4BH8EuPAxeFAh1rSWtnGdD,jazz
648,649,Noah and the Whale,Tonight's The Kind Of Night,22.63,17.84,23.89,21.21,15.84,34.58,24.74,11.79,7.95,1UFnmge9gtAcrWICSptE9e,pop
649,650,Kelly Clarkson,Breakaway,24.38,23.88,45.42,28.5,37.83,18.46,22.0,7.21,16.58,3xrn9i8zhNZsTtcoWgQEAd,pop
650,651,Infected Mushroom,Here We Go Go Go,17.0,29.5,8.0,1.86,5.86,43.71,50.71,22.36,0.5,5wTudWQXd6Sjy6nH22fsYv,electronic
651,652,The Moody Blues,Melancholy Man,21.8,25.0,21.0,13.4,20.33,23.73,41.33,18.93,8.07,1NeQzAqahRYI09bgLbhVFN,rock
652,653,Britney Spears,"I'm Not a Girl, Not Yet a Woman",48.0,31.15,45.15,45.31,30.69,41.54,38.38,7.77,19.31,1xg1yGPy1Y3YUf44s6TB1o,pop
653,654,Maria Bethânia,Olhos Nos Olhos,28.88,12.75,20.62,46.19,47.12,14.62,8.5,5.75,23.12,1UBJvypv5W1GNoplpc2EYl,jazz
654,655,Daft Punk,Give Life Back to Music,12.27,7.33,15.73,0.67,16.47,49.07,24.67,7.53,0.87,0dEIca2nhcxDUV8C5QkPYb,funk_soul
655,656,Boys Like Girls,Leaving California,25.5,17.75,23.33,43.25,41.5,11.75,14.92,2.92,38.08,0Vm3wrODAsNdUvCcy15aZT,rock
656,657,Phil Collins,Two Hearts,14.62,6.54,32.23,30.08,15.31,46.77,19.0,1.69,1.38,0vDSWxRlWN0LWsSQdGIPuE,rock
657,658,Mayday Parade,Your Song,12.64,17.36,27.27,10.36,9.82,25.36,39.18,33.64,28.82,7va0FN5Fim1dNPi06sqxVx,rock
658,659,Fall Out Boy,Get Busy Living or Get Busy Dying (Do Your Part to Save the Scene and Stop Going to Shows),15.17,22.5,1.33,8.0,1.17,37.5,36.17,18.0,1.17,4903HFfvLIQ8ujvQ0ARNGI,rock
659,660,Krewella,Marching On,22.5,13.59,15.27,21.14,16.14,27.68,27.55,12.82,15.32,5LVj9daVd1q6fjICKyvl7Y,electronic
660,661,Alice Dj,Better Off Alone,28.9,26.4,42.8,17.1,16.8,61.0,50.25,11.55,5.25,0pMUR7Uvp6vxlbG0qBFvgM,electronic
661,662,Metronomy,I'm Aquarius,11.05,10.62,8.29,10.24,17.9,17.29,5.67,13.81,2.48,3xEJ59GyjCjcJ69RQc2ej6,pop
662,663,Tim Maia,Pecado Capital,19.36,8.0,20.18,9.82,9.82,33.91,21.09,7.0,2.73,55g9c7lad0VCcg1PEdJaHl,funk_soul
663,664,ATB,Desperate Religion,23.92,23.77,21.62,20.0,34.15,20.77,24.69,20.38,11.62,5BZ0weLeQoPuVLROuXb0sV,electronic
664,665,Beverley Knight,Hurricane Jane,24.78,21.22,45.78,35.89,40.0,24.22,24.67,0.67,2.67,4zcSLDrG6E0GkysBuh2fD3,funk_soul
665,666,Alex Clare,Too Close,28.17,25.92,39.83,20.92,22.92,49.08,44.25,12.0,14.58,4sK96UnGx3NjBaqvfTG2dm,electronic
666,667,Yoav,Club Thing,5.44,15.94,12.5,19.69,21.75,18.88,21.44,19.19,5.5,7LDqph6mv9A5uzlzuXfhyL,electronic
667,668,Sly & The Family Stone,Everyday People,20.0,11.89,47.78,31.67,34.33,49.22,32.78,14.56,7.89,7lL2lMWNtzOcf5HnEudNgn,funk_soul
668,669,Toquinho,Garota de Ipanema,13.54,6.92,28.31,14.54,27.69,34.0,9.92,9.38,0.54,0KtpvAIKMUD4wSsHv25IMn,jazz
669,670,Tony Toni Toné,Feels Good,13.0,8.0,33.85,12.62,13.15,39.85,27.85,12.62,0.54,4cRR2gUTOerkUOW5iZpm91,funk_soul
670,671,London Grammar,Hey Now (Arty Remix),35.31,32.06,26.88,24.75,39.12,23.25,21.69,11.06,25.88,1CUYpY3GpRNkKnn3cEQ2nK,electronic
671,672,Sara Gazarek,Yours,4.57,0.0,24.29,54.14,59.86,23.0,2.14,0.0,5.71,3STjN5FAkJiljtZzrSeE0I,jazz
672,673,Karrin Allyson,Moanin',22.57,17.0,28.64,17.0,40.64,42.86,11.86,8.0,5.0,2FcKhzTwtj5wKdri7bXBMK,jazz
673,674,Astrud Gilberto,And Roses And Roses,26.31,21.94,38.94,38.38,50.06,17.56,4.75,11.19,25.12,0BEn0rwSyzuvhKgZ7GLbyO,jazz
674,675,Paul Davis,Cool Night,25.75,21.83,39.08,37.33,36.58,17.25,20.92,1.58,9.25,29KyVqHekckVGfxHn8QS7m,rock
675,676,Steely Dan,Blues Beach,18.29,15.0,20.86,24.86,14.21,39.57,19.21,6.86,3.0,1RHIgJN4USj9Buggihf2Pn,rock
676,677,Billie Holiday,The Man I Love,19.25,21.58,33.5,31.67,49.58,6.33,4.5,14.75,16.83,0ndEbK6LnERIPBG6t4gXDX,jazz
677,678,James Blake,Timeless,6.36,7.64,2.71,2.14,5.21,7.71,23.5,49.43,2.21,49jxn2Mdde8QZUx0AlbD0l,electronic
678,679,Eliane Elias,Time Alone,15.08,13.0,22.85,37.92,51.62,7.31,4.0,3.69,17.69,1hYd1uyB9HQpf4icjtBQoB,jazz
679,680,Lykke Li,"I'm Good, I'm Gone",8.71,5.57,15.57,5.07,15.71,36.36,19.86,5.79,5.43,2GjycBB2VHP4NSIzUrJkrE,pop
680,681,Agalloch,Limbs,6.36,7.5,5.64,0.14,6.43,6.93,27.79,30.93,12.57,62udu2Wo8jTlKtWpsZByBM,rock
681,682,Santigold,Disparate Youth,24.29,21.29,28.5,16.71,20.57,35.5,34.07,18.57,6.29,0t2QiRkpag0fAgs9zuCPlH,electronic
682,683,Maysa,Dindi,32.23,24.54,28.54,44.69,45.31,16.54,13.54,2.08,28.08,6cc51rDYn6G9lahsZk3Fsh,jazz
683,684,Girls Aloud,I'll Stand by You,38.31,33.81,57.12,52.44,39.06,27.44,39.44,11.88,28.94,5AEAf1PGC0B6Z1iVE1j8oY,pop
684,685,Marina and the Diamonds,Gold,25.12,10.12,15.44,27.62,21.62,31.75,11.44,3.44,6.75,31cL2Hdc40Rck0wH1sDEja,pop
685,686,2NE1,In the Club,23.82,11.09,8.82,19.73,8.45,17.09,28.09,13.91,11.82,6ZkNt6fWIMoqznNe5RRwRT,pop
686,687,The Starting Line,The Best of Me,5.81,12.56,23.06,6.12,3.0,34.12,34.88,14.38,8.31,1Up4RdOBpChNDytatxKDXP,rock
687,688,Suede,The Power,21.11,15.56,25.78,7.94,18.67,12.44,9.0,9.44,12.72,4fwpiQo9zk7AMd3jK4cxmU,pop
688,689,Bruno Mars,Treasure,23.17,11.83,28.39,20.94,10.61,67.33,42.5,12.44,0.17,55h7vJchibLdUkxdlX3fK7,funk_soul
689,690,Teena Marie,365,21.8,15.67,23.47,32.33,23.47,45.93,29.0,9.87,2.13,7w7OoMSngihtJTSbG8HLWV,funk_soul
690,691,"Earth, Wind & Fire",Let's Groove,38.75,25.56,50.44,37.75,28.88,70.56,41.88,8.56,4.31,3koCCeSaVUyrRo3N2gHrd8,funk_soul
691,692,Diana Krall,Walk On By,30.69,13.19,27.0,21.31,45.5,36.12,22.38,8.88,3.62,4jZRI1v2LLaDTshDW9qruu,jazz
692,693,Gnarls Barkley,Just a Thought,19.54,15.38,21.23,12.0,13.38,14.92,19.54,32.08,32.0,5xNUIReo5O6W1LRp2OKJty,funk_soul
693,694,Céu,Mais um Lamento,16.82,14.94,16.0,13.59,25.71,17.65,7.18,12.82,7.47,7Ms8NNySNGSNtjYtdBqrMD,jazz
694,695,James Blake,Overgrown,10.57,13.14,17.29,16.29,32.36,6.57,6.71,15.36,23.93,2IqjKEBiz0CdLKdkXhxw84,electronic
695,696,Change,The Glow of Love,29.5,22.9,33.9,26.4,27.2,55.9,24.3,14.2,2.2,2tpRtiVvuI4WnwpPYwk9Z6,funk_soul
696,697,Lasgo,Blue,22.08,31.69,25.46,13.31,17.31,38.15,41.62,25.31,8.38,1U9FOQOkDsnwlz3SXBCPcg,electronic
697,698,Laura Pausini,Jenny,21.16,18.32,19.11,30.95,25.84,13.21,9.95,3.21,20.05,51ulZ6HIucARLOODM8smpU,pop
698,699,Nina Simone,Sinnerman,21.64,18.07,8.0,11.5,15.93,35.57,22.43,26.07,2.0,5xRP5iyVdGglqlY4Vcjhkx,jazz
699,700,ABBA,Lay All Your Love on Me,17.3,32.9,45.5,31.7,10.2,57.9,53.0,22.4,16.6,2245x0g1ft0HC7sf79zbYN,pop
700,701,Katatonia,Last Resort,5.75,10.92,29.67,2.42,7.75,17.0,22.33,39.17,24.83,2gtu8xsu1VGahuRJ2YZAHA,rock
701,702,Christopher Cross,Ride Like the Wind,10.09,7.91,22.36,4.36,16.45,27.82,14.36,7.45,1.55,7gUMShP1l20tC0xf17Zplk,rock
702,703,Beyoncé,Blow Remix,9.33,12.56,19.11,28.5,21.33,44.83,32.83,10.89,2.61,0GjDYSp1bNyjggwPadwlyf,funk_soul
703,704,Camila,Mientes,23.89,7.32,16.26,41.84,29.53,16.47,7.16,4.0,8.89,5EhzE6HJaCcLFrf5rPqvpk,pop
704,705,Billie Holiday,Strange Fruit,23.0,16.89,43.83,40.0,44.28,6.89,8.22,12.17,40.22,1CTex49P0iWwzUGsMNjgaV,jazz
705,706,Alesso,Sweet Escape,24.83,32.5,16.5,11.33,12.17,51.25,46.83,19.0,2.75,6vPJvkEuWZPcv58NnQ3dBR,electronic
706,707,Louis Prima,Buona Sera,18.93,7.27,28.73,20.87,17.0,42.8,22.87,10.33,0.87,0DXm5n7SBxCED9ssTvrx2J,jazz
707,708,Santigold,The Keepers,13.95,16.0,19.42,6.79,9.47,26.11,25.37,9.16,10.37,1BaVwEV5FogbZuCzpSc7Jl,electronic
708,709,Ella Fitzgerald,All of Me,13.8,7.67,33.53,15.0,9.6,49.07,16.0,6.0,0.33,0qZo9OzKPzg58Ts9ad4Bcy,jazz
709,710,Knife Party,Centipede,7.92,8.08,8.92,0.38,0.23,25.08,25.69,46.46,1.54,0u2AIKDVafHwCFQ9LDnqxH,electronic
710,711,Kelly Clarkson,Love So Soft,9.45,5.64,10.09,21.64,2.27,54.09,42.45,20.36,2.45,16QN8cBubEq706vNtPpOME,funk_soul
711,712,Madonna,He's a Man,3.69,7.25,10.19,12.94,15.44,10.0,17.81,10.56,8.12,4714JHYV5kiMKsuo8eP41E,jazz
712,713,Fugees,Killing Me Softly with His Song,18.64,27.71,35.43,40.86,41.21,17.93,20.0,3.93,13.14,0Q0IVlqMV64kNLlwjPj0Hl,funk_soul
713,714,Cheryl Lynn,Got To Be Real,16.56,12.33,29.22,9.22,7.94,32.28,22.89,20.56,1.22,58r4JuwHhXLAkttkaUZfLw,funk_soul
714,715,Louis Armstrong,Mood Indigo,27.33,19.42,42.58,29.25,42.5,17.83,5.5,5.0,16.58,1Fo98RNzO78WnMtkZKZXMW,jazz
715,716,Ledisi,Alright,13.18,16.0,11.36,3.73,26.91,37.91,15.27,25.36,2.0,1wRQqmZwiF4thdQ8N7FiNv,funk_soul
716,717,Kandi,Don't Think I'm Not,5.0,2.5,21.9,23.0,10.3,28.3,17.3,5.7,9.3,487Dyzs7Xbbk4hIWYyYT80,funk_soul
717,718,Feed Me,One Click Headshot,7.67,6.22,17.0,5.89,9.67,28.11,20.33,21.56,0.78,4z7t5KsfkxMC1PdOLgog4V,electronic
718,719,Lana Del Rey,Video Games,41.86,42.29,55.86,52.36,36.79,11.57,34.21,8.86,31.86,24jvD83UgLmrdGjhWTFslY,pop
719,720,Imogen Heap,Loose Ends,5.14,5.57,12.0,18.71,4.0,32.14,21.43,21.43,8.0,48Z9C1l1LfgpPxuQpfW2n6,electronic
720,721,Swing Out Sister,You On My Mind,0.0,11.5,9.62,11.5,19.75,25.12,8.5,10.38,2.62,4uYeKlfkLQMubZ9FhcbDfP,jazz
721,722,Burial,Broken Home,6.0,11.92,11.31,0.0,9.46,2.62,8.08,35.77,3.23,69P4h7GB5xQlIU6v1Qv7GN,electronic
722,723,Doris Day,Dream a Little Dream of Me,25.0,11.54,62.69,62.38,58.38,13.62,6.38,3.0,20.23,2HyPrPSANTIPkR6CfiytwY,jazz
723,724,Geri Halliwell,Love Never Loved Me,22.1,17.2,10.9,27.4,8.5,41.2,34.8,4.4,5.2,2s7DRQ5KxfMd4p53VH0viU,pop
724,725,Legião Urbana,Meninos E Meninas,13.69,20.08,26.38,13.46,6.92,31.54,22.31,15.69,3.23,22LN0RwHqTUJcIN4dzzB6N,rock
725,726,Kylie Minogue,Did It Again,13.12,11.65,25.29,13.18,17.12,33.65,14.71,9.18,4.76,06N6MhUlurBOamI1rK9u2U,pop
726,727,Ladyhawke,My Delirium,14.36,7.29,25.07,12.07,13.64,47.07,48.14,7.79,7.64,3vqSWOEMO4OOxa2QJHuitI,pop
727,728,Alana Davis,32 Flavors,15.71,9.53,8.41,18.71,22.47,15.06,12.29,6.88,7.71,3o5dmw1M6ugfLpva7yTyDr,rock
728,729,Frank Sinatra,Fly Me to the Moon,30.18,13.82,27.91,43.82,20.55,41.91,19.91,6.09,2.09,5b7OgznPJJr1vHNYGyvxau,jazz
729,730,Mayday Parade,Even Robots Need Blankets,18.62,19.38,40.38,33.12,17.62,25.25,21.12,4.25,14.75,1NivdSEUqwvnC6MzO8VZiG,rock
730,731,Breathe Carolina,Edge of Heaven,8.07,10.0,12.79,4.07,4.93,19.86,29.29,30.5,4.07,4ZAqYMCngGjxr4sFGlowiy,electronic
731,732,Stevie Nicks,Ghosts,4.3,3.8,12.8,1.0,6.2,12.9,20.8,40.4,0.0,6Cy4g8vU4WZJFYgwsAcG6K,rock
732,733,Eva Cassidy,True Colors,18.29,13.14,44.93,24.21,37.79,22.36,10.36,0.5,14.07,7iYvpjSQ9OuXTAMGSRiLJZ,jazz
733,734,Michael Bublé,Come Fly With Me,24.92,20.0,42.17,43.25,35.75,41.17,14.0,1.75,8.5,2Cakl6tRkLxccrnqJdvGpu,jazz
734,735,Missy Higgins,Scar,9.33,2.25,10.42,17.33,16.25,25.08,10.08,4.83,2.83,1GUZZ8Z04qoRLtcCYkYxIM,pop
735,736,Sting,Fields of Gold,32.09,14.45,36.09,36.73,38.55,28.91,8.09,6.82,19.82,0I1DJdLt9BKOb7GWmWxCjo,rock
736,737,Avril Lavigne,Girlfriend,11.08,13.83,37.0,20.08,9.08,57.58,43.25,15.92,2.08,45hOioMDJktr86iKDHC8gr,pop
737,738,Boys Like Girls,Thunder,26.53,12.94,30.94,29.76,27.41,22.0,16.35,4.94,20.53,1MrNveiYvWyKNAMiqn8xS8,rock
738,739,Candlemass,The Ebony Throne,8.73,15.13,17.53,1.93,0.13,6.47,23.73,31.33,11.27,710qdYprxjsTDzCyW2xUWQ,rock
739,740,Nat King Cole,Orange Colored Sky,37.4,14.5,52.3,32.3,22.4,37.3,36.2,13.4,3.0,6fUDNcmsnnUVyOtEnA9xdC,jazz
740,741,Ella Fitzgerald,Dream A Little Dream Of Me,31.47,27.2,48.93,47.67,49.87,18.2,10.2,4.4,16.8,78MI7mu1LV1k4IA2HzKmHe,jazz
741,742,"Earth, Wind & Fire",Mighty Mighty,9.47,2.73,11.13,1.47,4.67,23.67,19.8,21.2,0.87,3HFGDi2zGIgdXTocV5k2cs,funk_soul
742,743,Selena Gomez,Love You Like a Love Song,26.0,17.91,37.45,33.36,14.73,37.55,23.0,9.64,7.55,0laYHRpNTS6i8FXdupHkJ4,pop
743,744,Phoenix,1901,15.06,10.31,24.12,4.88,4.38,50.38,26.0,7.62,3.5,3FM33HqRlV7J1QJoPOnd2u,pop
744,745,C.C. Catch,Strangers By Night,24.35,18.18,43.41,25.47,11.53,32.06,25.82,14.06,17.82,2fkWRtyjRGehSPjfWPxSjC,pop
745,746,Chico Buarque,Tatuagem,15.46,6.38,10.46,19.46,41.46,7.38,1.69,7.54,8.85,2eNz0RVTnVhleCBrZETeDG,jazz
746,747,Edu Lobo,Candeias,29.0,19.59,29.14,37.91,57.23,10.95,9.27,2.41,17.82,50dHwlPsvC4Gp16DifoPOl,jazz
747,748,Annie,Hold On,16.1,11.1,11.0,13.1,38.1,24.7,21.3,13.2,18.7,3yvL51i2yIXfPAQiquQKbK,pop
748,749,Jamie Cullum,Mind Trick,29.0,16.9,43.9,29.8,48.8,46.4,24.8,7.3,3.6,1rLs5c68LOspqWKcCMdXKO,jazz
749,750,Frenzal Rhomb,Never Had So Much Fun,15.35,13.76,29.71,3.06,9.29,63.65,43.82,14.06,0.0,6M8EOu8P6cWMrJDPupNip1,rock
750,751,Sia,Don't Bring Me Down,16.12,18.12,19.12,16.47,16.29,8.18,11.24,11.59,38.82,4XSBnZBRdrIQzbIvmysvuC,electronic
751,752,Suzanne Vega,In Liverpool,17.65,19.59,26.35,17.94,18.29,16.47,19.24,10.88,21.47,6HHspSEn21kZStPP4BN1xB,rock
752,753,Anathema,Don't Look Too Far,12.8,22.2,21.4,19.0,24.2,7.7,17.4,5.3,23.4,1FBakgw7zFrcV2eT6w3FZD,rock
753,754,Avril Lavigne,SpongeBob SquarePants Theme,4.06,1.94,25.94,0.12,9.12,38.65,27.35,20.35,3.76,0il663f3f63cvsRJtGmdO2,rock
754,755,Halsey,Now or Never,10.69,14.77,7.92,20.69,18.54,17.0,16.15,14.23,9.92,7i2DJ88J7jQ8K7zqFX2fW8,electronic
755,756,Lykke Li,I Follow Rivers,18.25,21.33,14.42,28.83,38.08,33.83,23.5,9.17,15.25,4Jv7lweGIUOFQ7Oq2AtAh9,pop
756,757,Frank Sinatra,Like Someone in Love,38.3,22.8,61.3,68.3,62.3,29.3,21.8,7.6,26.2,0CaqEVnLB5plVzrlrMjfKT,jazz
757,758,Tove Lo,Not On Drugs (Ali Payami Remix),35.45,13.91,28.09,20.09,11.0,26.91,35.27,7.73,11.55,3LIwnakr43o8zMLnsHVye9,funk_soul
758,759,Yonderboi,Before you snap,21.33,13.44,8.44,0.44,8.33,2.56,23.72,38.39,8.56,1a9F0TEZ5fO4yWj0g9wojX,electronic
759,760,Nara Leão,Acender As Velas,16.0,17.39,28.61,24.17,30.65,21.39,5.65,6.35,9.3,51WPyWMsRCsQL1rLd0D6EO,jazz
760,761,Crystal Castles,Pap Smear,17.18,19.09,6.91,5.73,9.36,13.36,19.73,27.73,6.18,2RuNFmIS9tzrEMRBeVFt5c,electronic
761,762,Delerium,Silence (feat. Sarah McLachlan),17.38,18.19,12.29,2.81,5.48,17.57,19.43,19.62,7.62,3oVnbdWg48ZrmsUAQQUKbU,electronic
762,763,Count Basie,Shiny Stockings,15.8,14.2,35.27,16.2,53.8,22.53,1.6,5.0,2.13,5JZoHrIGklz4iUlUNjMBcs,jazz
763,764,Chico Buarque,Construção,9.14,13.81,12.24,3.67,8.95,9.19,11.38,29.76,10.95,3FIuBxOxuQ6kYy8JO0gq2a,jazz
764,765,Stan Getz,Só Danço Samba,23.21,12.07,24.36,8.64,28.36,32.93,19.5,11.21,1.43,5je0CDv1Z1hT82Nek1Fjhl,jazz
765,766,Cathedral,Hopkins (The Witchfinder General),14.3,9.2,8.5,0.0,10.5,30.4,59.5,21.7,2.7,2BiEmhDluMGJyfG0Dd061S,rock
766,767,Lighthouse Family,Ain't No Sunshine,38.82,23.18,50.0,31.73,31.09,22.91,12.45,9.0,31.18,435rQGMojc5C6xJbtjeynu,funk_soul
767,768,Demi Lovato,Without the Love,9.69,6.08,20.0,15.85,7.38,25.77,35.77,19.15,21.62,4YD5RuRjByJ6Sz0srp5Aii,pop
768,769,Amy Winehouse,Know You Now,14.84,13.16,23.11,11.53,15.74,18.37,16.84,13.63,23.79,0UVTzpqtuQpuZCd7ZeZeTj,jazz
769,770,The Jacksons,Blame It on the Boogie,31.73,25.82,46.09,21.64,15.0,71.09,50.55,6.73,0.0,3qI94hINNNeb4S7xQi18lS,funk_soul
770,771,Björk,Enjoy,24.75,17.81,17.62,14.06,7.38,14.81,35.44,46.0,8.0,6JQVN9gi04NCK1tiz0aQA1,electronic
771,772,Beck,Tropicalia,19.62,15.31,26.85,18.92,11.69,27.0,15.46,8.69,2.69,6rx6Ew1sday1KvsnD4HNdI,jazz
772,773,Eliane Elias,Call Me,20.5,15.14,30.29,37.79,44.0,13.5,5.86,3.0,11.64,5iRxI8g8AxrQe6EpKYMtdN,jazz
773,774,Tok Tok Tok,Walk on the Wild Side,33.0,27.94,36.75,28.0,53.88,43.44,24.75,8.19,5.06,78G0LEqrs8HmEwhb75nYXQ,jazz
774,775,Who Is Fancy,GOODBYE,30.0,11.44,15.33,27.67,18.56,16.11,14.67,7.78,9.67,6K5xY7EabiBLjd2HuBQIak,pop
775,776,Goldfrapp,Some People,25.46,8.46,28.54,26.77,24.23,10.77,12.69,16.69,25.0,0bB1VbAl9MctrLUOKf9WaS,electronic
776,777,Florence + the Machine,Dog Days Are Over,29.25,22.55,38.55,28.2,23.0,35.7,39.55,16.2,38.2,1YLJVmuzeM2YSUkCCaTNUB,pop
777,778,John Mayer,Heartbreak Warfare,36.2,21.3,32.3,37.5,41.2,30.5,24.3,1.9,30.5,4gs07VlJST4bdxGbBsXVue,rock
778,779,Gnarls Barkley,St. Elsewhere,22.53,24.07,12.13,5.73,17.0,17.87,33.93,23.13,17.4,2N5zMZX7YeL1tico8oQxa9,funk_soul
779,780,Belinda,Bailaría Sobre el Fuego,16.82,11.24,7.94,20.18,12.71,25.71,15.53,13.47,5.24,6OdBw3nV7nmGC5lSxf67p2,electronic
780,781,Incognito,Still A Friend Of Mine,15.85,16.62,16.77,23.0,19.38,24.23,14.31,10.54,5.08,5B23BmNt1R61I7b8iuB4jg,jazz
781,782,Toto,Hold the Line,20.56,25.06,21.5,6.81,2.5,38.06,52.19,21.44,5.19,4aVuWgvD0X63hcOCnZtNFA,rock
782,783,Sam Smith,I'm Not the Only One,23.67,19.2,34.93,50.6,29.87,25.2,21.47,8.33,20.67,7795WJLVKJoAyVoOtCWqXN,pop
783,784,Backstreet Boys,Larger Than Life,10.59,6.71,41.71,5.82,7.82,42.47,41.06,6.53,1.35,6sbXGUn9V9ZaLwLdOfpKRE,pop
784,785,Katatonia,Deliberation,11.95,8.75,14.65,3.15,2.7,13.2,25.45,40.3,14.2,3z7jm3G3rdp05oTzYWkHNi,rock
785,786,Basia,Drunk on Love,15.5,7.36,18.64,9.36,13.36,28.14,21.77,8.09,3.14,2oFMQdhYZUVd63DKRgJNVV,jazz
786,787,Summer Heart,I Wanna Go,23.92,31.38,32.15,16.23,26.31,33.0,17.69,6.85,12.69,3EA4HwrlLdDJ3b4cX7JfqC,pop
787,788,Chaka Khan,Tearin' It Up,23.0,18.36,27.21,15.07,13.43,43.0,32.86,13.64,6.93,7Hag038sye6QGKPZoJpXwU,funk_soul
788,789,Mc Wm,Fuleragem,6.0,9.18,5.24,1.94,3.76,28.82,27.12,35.53,0.0,6tuzPD1zPPvwMbGiD0TBay,funk_soul
789,790,Astrud Gilberto,Agua De Beber,7.46,4.46,22.92,17.15,38.0,21.08,2.31,1.77,8.23,3QKJELWORZZ7rUZDWeMWSA,jazz
790,791,Roberta Sá,Fogo E Gasolina,12.83,2.58,9.38,6.17,8.58,40.04,16.0,6.04,1.12,3z29d3vubYNEBeuuo2e8vE,jazz
